best_x,best_y,best_combined,pairs_lt_80,pairs_lt_90,pairs_lt_95,pairs_lt_98,pairs_lt_100,cost_10,slip_10,cost_50,slip_50,cost_100,slip_100,cost_250,slip_250,ts,asset,combo,secs_to_close,kalshi_ticker,okx_inst
0.006,0.998,1.004,0.0,0.0,0.0,0.0,0.0,1.004,0.0,1.004,0.0,1.004,0.0,1.004,0.0,2026-09-21T11:42:41+00:00,BTC,A,138,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.995,0.12,1.115,0.0,0.0,0.0,0.0,0.0,1.8035,68.85,1.9135,79.85,1.9492,83.42,1.9707,85.57,2026-09-21T11:42:41+00:00,BTC,B,138,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.012,0.999,1.011,0.0,0.0,0.0,0.0,0.0,1.011,0.0,1.011,0.0,1.0114,0.04,,INSUFFICIENT,2026-09-21T11:42:41+00:00,ETH,A,138,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.989,0.99,1.979,0.0,0.0,0.0,0.0,0.0,1.979,-0.0,1.9795,0.05,1.9803,0.12,1.9819,0.29,2026-09-21T11:42:41+00:00,ETH,B,138,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.004,0.999,1.003,0.0,0.0,0.0,0.0,0.0,1.003,0.0,1.003,0.0,1.003,0.0,,INSUFFICIENT,2026-09-21T11:42:41+00:00,SOL,A,138,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.997,0.13,1.127,0.0,0.0,0.0,0.0,0.0,1.9079,78.09,1.9736,84.66,1.9818,85.48,1.9867,85.97,2026-09-21T11:42:41+00:00,SOL,B,138,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.006,0.998,1.004,0.0,0.0,0.0,0.0,0.0,1.004,0.0,1.004,0.0,1.004,0.0,1.004,0.0,2026-09-21T11:43:02+00:00,BTC,A,117,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.995,0.14,1.135,0.0,0.0,0.0,0.0,0.0,1.8055,67.05,1.9139,77.89,1.9494,81.44,1.9708,83.58,2026-09-21T11:43:02+00:00,BTC,B,117,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.005,0.999,1.004,0.0,0.0,0.0,0.0,0.0,1.004,0.0,1.004,0.0,1.004,0.0,,INSUFFICIENT,2026-09-21T11:43:02+00:00,ETH,A,117,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.996,0.99,1.986,0.0,0.0,0.0,0.0,0.0,1.986,0.0,1.986,0.0,1.9864,0.04,1.9868,0.08,2026-09-21T11:43:02+00:00,ETH,B,117,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.004,0.999,1.003,0.0,0.0,0.0,0.0,0.0,1.003,0.0,1.0038,0.08,1.0039,0.09,,INSUFFICIENT,2026-09-21T11:43:02+00:00,SOL,A,117,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.997,0.13,1.127,0.0,0.0,0.0,0.0,0.0,1.9073,78.03,1.9727,84.57,1.9808,85.38,1.9859,85.89,2026-09-21T11:43:02+00:00,SOL,B,117,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.01,0.999,1.009,0.0,0.0,0.0,0.0,0.0,1.009,0.0,1.009,0.0,1.009,0.0,,INSUFFICIENT,2026-09-21T11:43:24+00:00,BTC,A,95,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.991,0.17,1.161,0.0,0.0,0.0,0.0,0.0,1.9035,74.25,1.9655,80.45,1.9732,81.22,1.9779,81.69,2026-09-21T11:43:24+00:00,BTC,B,95,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.002,0.999,1.001,0.0,0.0,0.0,0.0,0.0,1.001,0.0,1.001,0.0,1.001,0.0,,INSUFFICIENT,2026-09-21T11:43:24+00:00,ETH,A,95,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.999,0.99,1.989,0.0,0.0,0.0,0.0,0.0,1.989,0.0,1.989,0.0,1.989,0.0,1.989,0.0,2026-09-21T11:43:24+00:00,ETH,B,95,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.003,0.999,1.002,0.0,0.0,0.0,0.0,0.0,1.002,0.0,1.002,0.0,1.002,0.0,,INSUFFICIENT,2026-09-21T11:43:24+00:00,SOL,A,95,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.998,0.13,1.128,0.0,0.0,0.0,0.0,0.0,1.9083,78.03,1.9737,84.57,1.9818,85.38,1.9867,85.87,2026-09-21T11:43:24+00:00,SOL,B,95,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.004,0.999,1.003,0.0,0.0,0.0,0.0,0.0,1.003,0.0,1.003,0.0,,INSUFFICIENT,,INSUFFICIENT,2026-09-21T11:43:45+00:00,BTC,A,74,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.997,0.18,1.177,0.0,0.0,0.0,0.0,0.0,1.9105,73.35,1.9717,79.47,1.9794,80.24,1.9839,80.69,2026-09-21T11:43:45+00:00,BTC,B,74,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.002,0.999,1.001,0.0,0.0,0.0,0.0,0.0,1.001,0.0,1.001,0.0,1.001,0.0,,INSUFFICIENT,2026-09-21T11:43:45+00:00,ETH,A,74,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.999,0.999,1.998,0.0,0.0,0.0,0.0,0.0,1.998,0.0,1.998,0.0,1.998,0.0,,INSUFFICIENT,2026-09-21T11:43:45+00:00,ETH,B,74,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.002,0.999,1.001,0.0,0.0,0.0,0.0,0.0,1.001,0.0,1.001,0.0,1.001,0.0,,INSUFFICIENT,2026-09-21T11:43:45+00:00,SOL,A,74,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.999,0.12,1.119,0.0,0.0,0.0,0.0,0.0,1.9146,79.56,1.9813,86.23,1.9897,87.07,,INSUFFICIENT,2026-09-21T11:43:45+00:00,SOL,B,74,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.002,0.999,1.001,0.0,0.0,0.0,0.0,0.0,1.001,0.0,1.001,0.0,,INSUFFICIENT,,INSUFFICIENT,2026-09-21T11:44:07+00:00,BTC,A,52,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.999,0.17,1.169,0.0,0.0,0.0,0.0,0.0,1.9115,74.25,1.9735,80.45,1.9812,81.22,1.9859,81.69,2026-09-21T11:44:07+00:00,BTC,B,52,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.58,0.53,1.11,0.0,0.0,0.0,0.0,0.0,1.4385,32.85,1.5033,39.33,1.5362,42.62,1.5559,44.59,2026-09-21T11:45:11+00:00,BTC,A,888,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.43,0.64,1.07,0.0,0.0,0.0,0.0,0.0,1.2995,22.95,1.3555,28.55,1.3873,31.73,1.4063,33.63,2026-09-21T11:45:11+00:00,BTC,B,888,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.62,0.49,1.11,0.0,0.0,0.0,0.0,0.0,1.4745,36.45,1.5425,43.25,1.5758,46.58,1.5957,48.57,2026-09-21T11:45:32+00:00,BTC,A,867,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.39,0.67,1.06,0.0,0.0,0.0,0.0,0.0,1.2625,20.25,1.3161,25.61,1.3476,28.76,1.3664,30.64,2026-09-21T11:45:32+00:00,BTC,B,867,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.69,0.89,1.58,0.0,0.0,0.0,0.0,0.0,1.58,0.0,1.622,4.2,1.651,7.1,1.6742,9.42,2026-09-21T11:45:32+00:00,ETH,A,867,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.32,0.89,1.21,0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.252,4.2,1.281,7.1,1.3022,9.22,2026-09-21T11:45:32+00:00,ETH,B,867,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.66,0.42,1.08,0.0,0.0,0.0,0.0,0.0,1.5075,42.75,1.5823,50.23,1.6171,53.71,1.6398,55.98,2026-09-21T11:45:32+00:00,SOL,A,867,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.35,0.8,1.15,0.0,0.0,0.0,0.0,0.0,1.2355,8.55,1.2799,12.99,1.3174,16.74,1.3442,19.42,2026-09-21T11:45:32+00:00,SOL,B,867,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.66,0.43,1.09,0.0,0.0,0.0,0.0,0.0,1.5085,41.85,1.5813,49.13,1.6152,52.52,1.6355,54.55,2026-09-21T11:45:54+00:00,BTC,A,845,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.35,0.72,1.07,0.0,0.0,0.0,0.0,0.0,1.2275,15.75,1.2771,20.71,1.3081,23.81,1.3266,25.66,2026-09-21T11:45:54+00:00,BTC,B,845,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.75,0.89,1.64,0.0,0.0,0.0,0.0,0.0,1.64,0.0,1.682,4.2,1.711,7.1,1.7284,8.84,2026-09-21T11:45:54+00:00,ETH,A,845,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.26,0.89,1.15,0.0,0.0,0.0,0.0,0.0,1.15,0.0,1.1954,4.54,1.2291,7.91,1.2543,10.43,2026-09-21T11:45:54+00:00,ETH,B,845,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.72,0.38,1.1,0.0,0.0,0.0,0.0,0.0,1.5635,46.35,1.6415,54.15,1.6767,57.67,1.6993,59.93,2026-09-21T11:45:54+00:00,SOL,A,845,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.29,0.83,1.12,0.0,0.0,0.0,0.0,0.0,1.1779,5.79,1.2373,11.73,1.2746,15.46,1.2972,17.72,2026-09-21T11:45:54+00:00,SOL,B,845,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.72,0.35,1.07,0.0,0.0,0.0,0.0,0.0,1.5605,49.05,1.6397,56.97,1.6744,60.44,1.6951,62.51,2026-09-21T11:46:15+00:00,BTC,A,824,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.29,0.79,1.08,0.0,0.0,0.0,0.0,0.0,1.1745,9.45,1.2185,13.85,1.2488,16.88,1.2669,18.69,2026-09-21T11:46:15+00:00,BTC,B,824,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.81,0.89,1.7,0.0,0.0,0.0,0.0,0.0,1.7,-0.0,1.742,4.2,1.771,7.1,1.793,9.3,2026-09-21T11:46:15+00:00,ETH,A,824,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.2,0.89,1.09,0.0,0.0,0.0,0.0,0.0,1.09,0.0,1.1354,4.54,1.1677,7.77,1.192,10.2,2026-09-21T11:46:15+00:00,ETH,B,824,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.75,0.35,1.1,0.0,0.0,0.0,0.0,0.0,1.5905,49.05,1.6709,57.09,1.7064,60.64,1.7295,62.95,2026-09-21T11:46:15+00:00,SOL,A,824,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.26,0.86,1.12,0.0,0.0,0.0,0.0,0.0,1.1584,3.84,1.2113,9.13,1.2452,12.52,,INSUFFICIENT,2026-09-21T11:46:15+00:00,SOL,B,824,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.65,0.47,1.12,0.0,0.0,0.0,0.0,0.0,1.5025,38.25,1.5721,45.21,1.6056,48.56,1.6256,50.56,2026-09-21T11:46:37+00:00,BTC,A,802,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.36,0.69,1.05,0.0,0.0,0.0,0.0,0.0,1.2345,18.45,1.2865,23.65,1.3178,26.78,1.3365,28.65,2026-09-21T11:46:37+00:00,BTC,B,802,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.72,0.89,1.61,0.0,0.0,0.0,0.0,0.0,1.61,0.0,1.652,4.2,1.681,7.1,1.7074,9.74,2026-09-21T11:46:37+00:00,ETH,A,802,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.29,0.89,1.18,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.222,4.2,1.251,7.1,1.2743,9.43,2026-09-21T11:46:37+00:00,ETH,B,802,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.61,0.47,1.08,0.0,0.0,0.0,0.0,0.0,1.4625,38.25,1.5509,47.09,1.5914,51.14,1.6158,53.58,2026-09-21T11:46:37+00:00,SOL,A,802,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.4,0.74,1.14,0.0,0.0,0.0,0.0,0.0,1.2795,13.95,1.3287,18.87,1.3603,22.03,1.3807,24.07,2026-09-21T11:46:37+00:00,SOL,B,802,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.59,0.56,1.15,0.0,0.0,0.0,0.0,0.0,1.4515,30.15,1.5139,36.39,1.5465,39.65,1.566,41.6,2026-09-21T11:46:59+00:00,BTC,A,780,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.42,0.61,1.03,0.0,0.0,0.0,0.0,0.0,1.2865,25.65,1.3449,31.49,1.377,34.7,1.3962,36.62,2026-09-21T11:46:59+00:00,BTC,B,780,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.7,0.89,1.59,0.0,0.0,0.0,0.0,0.0,1.59,0.0,1.632,4.2,1.6628,7.28,1.6884,9.84,2026-09-21T11:46:59+00:00,ETH,A,780,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.31,0.89,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.242,4.2,1.271,7.1,1.2885,8.85,2026-09-21T11:46:59+00:00,ETH,B,780,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.64,0.48,1.12,0.0,0.0,0.0,0.0,0.0,1.4935,37.35,1.5635,44.35,1.5977,47.77,1.6191,49.91,2026-09-21T11:46:59+00:00,SOL,A,780,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.37,0.73,1.1,0.0,0.0,0.0,0.0,0.0,1.2705,17.05,1.3317,23.17,1.3668,26.68,1.3879,28.79,2026-09-21T11:46:59+00:00,SOL,B,780,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.64,0.51,1.15,0.0,0.0,0.0,0.0,0.0,1.4965,34.65,1.5629,41.29,1.596,44.6,1.6158,46.58,2026-09-21T11:47:20+00:00,BTC,A,759,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.37,0.68,1.05,0.0,0.0,0.0,0.0,0.0,1.2435,19.35,1.2963,24.63,1.3277,27.77,1.3465,29.65,2026-09-21T11:47:20+00:00,BTC,B,759,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.77,0.89,1.66,0.0,0.0,0.0,0.0,0.0,1.66,0.0,1.7056,4.56,1.7378,7.78,1.7656,10.56,2026-09-21T11:47:20+00:00,ETH,A,759,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.24,0.89,1.13,0.0,0.0,0.0,0.0,0.0,1.13,0.0,1.172,4.2,1.201,7.1,1.2184,8.84,2026-09-21T11:47:20+00:00,ETH,B,759,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.69,0.42,1.11,0.0,0.0,0.0,0.0,0.0,1.5375,42.75,1.6251,51.51,1.6635,55.35,1.6869,57.69,2026-09-21T11:47:20+00:00,SOL,A,759,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.32,0.79,1.11,0.0,0.0,0.0,0.0,0.0,1.2045,9.45,1.2497,13.97,1.2808,17.08,1.2995,18.95,2026-09-21T11:47:20+00:00,SOL,B,759,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.66,0.49,1.15,0.0,0.0,0.0,0.0,0.0,1.5145,36.45,1.5825,43.25,1.6158,46.58,1.6357,48.57,2026-09-21T11:47:42+00:00,BTC,A,737,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.35,0.71,1.06,0.0,0.0,0.0,0.0,0.0,1.2265,16.65,1.2769,21.69,1.308,24.8,1.3266,26.66,2026-09-21T11:47:42+00:00,BTC,B,737,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.79,0.89,1.68,0.0,0.0,0.0,0.0,0.0,1.68,0.0,1.722,4.2,1.751,7.1,1.7712,9.12,2026-09-21T11:47:42+00:00,ETH,A,737,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.22,0.89,1.11,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.1548,4.48,1.1874,7.74,1.207,9.7,2026-09-21T11:47:42+00:00,ETH,B,737,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.7,0.45,1.15,0.0,0.0,0.0,0.0,0.0,1.5505,40.05,1.6229,47.29,1.6574,50.74,1.6782,52.82,2026-09-21T11:47:42+00:00,SOL,A,737,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.31,0.8,1.11,0.0,0.0,0.0,0.0,0.0,1.2045,9.45,1.2581,14.81,1.295,18.5,1.3172,20.72,2026-09-21T11:47:42+00:00,SOL,B,737,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.74,0.41,1.15,0.0,0.0,0.0,0.0,0.0,1.5865,43.65,1.6609,51.09,1.695,54.5,1.7154,56.54,2026-09-21T11:48:03+00:00,BTC,A,716,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.27,0.79,1.06,0.0,0.0,0.0,0.0,0.0,1.1545,9.45,1.1985,13.85,1.2288,16.88,1.2469,18.69,2026-09-21T11:48:03+00:00,BTC,B,716,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.8,0.89,1.69,0.0,0.0,0.0,0.0,0.0,1.69,0.0,1.732,4.2,1.761,7.1,1.7784,8.84,2026-09-21T11:48:03+00:00,ETH,A,716,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.21,0.89,1.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.142,4.2,1.171,7.1,1.1884,8.84,2026-09-21T11:48:03+00:00,ETH,B,716,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.77,0.37,1.14,0.0,0.0,0.0,0.0,0.0,1.6125,47.25,1.6913,55.13,1.7266,58.66,1.7516,61.16,2026-09-21T11:48:03+00:00,SOL,A,716,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.24,0.88,1.12,0.0,0.0,0.0,0.0,0.0,1.1299,0.99,1.1813,6.13,1.2219,10.19,1.2519,13.19,2026-09-21T11:48:03+00:00,SOL,B,716,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.7,0.47,1.17,0.0,0.0,0.0,0.0,0.0,1.5525,38.25,1.6221,45.21,1.6556,48.56,1.6756,50.56,2026-09-21T11:48:25+00:00,BTC,A,694,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.31,0.74,1.05,0.0,0.0,0.0,0.0,0.0,1.1895,13.95,1.2375,18.75,1.2683,21.83,1.2867,23.67,2026-09-21T11:48:25+00:00,BTC,B,694,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.79,0.89,1.68,0.0,0.0,0.0,0.0,0.0,1.68,0.0,1.722,4.2,1.751,7.1,1.7744,9.44,2026-09-21T11:48:25+00:00,ETH,A,694,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.22,0.89,1.11,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.152,4.2,1.181,7.1,1.1984,8.84,2026-09-21T11:48:25+00:00,ETH,B,694,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.78,0.36,1.14,0.0,0.0,0.0,0.0,0.0,1.6215,48.15,1.7011,56.11,1.7365,59.65,1.7592,61.92,2026-09-21T11:48:25+00:00,SOL,A,694,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.24,0.89,1.13,0.0,0.0,0.0,0.0,0.0,1.13,0.0,1.1744,4.44,1.2067,7.67,,INSUFFICIENT,2026-09-21T11:48:25+00:00,SOL,B,694,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.73,0.42,1.15,0.0,0.0,0.0,0.0,0.0,1.5844,43.44,1.6605,51.05,1.6948,54.48,1.7153,56.53,2026-09-21T11:48:46+00:00,BTC,A,673,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.28,0.78,1.06,0.0,0.0,0.0,0.0,0.0,1.1635,10.35,1.2083,14.83,1.2387,17.87,1.2569,19.69,2026-09-21T11:48:46+00:00,BTC,B,673,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.81,0.89,1.7,0.0,0.0,0.0,0.0,0.0,1.7,-0.0,1.742,4.2,1.771,7.1,1.7927,9.27,2026-09-21T11:48:46+00:00,ETH,A,673,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.2,0.89,1.09,0.0,0.0,0.0,0.0,0.0,1.09,0.0,1.132,4.2,1.161,7.1,1.1784,8.84,2026-09-21T11:48:46+00:00,ETH,B,673,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.81,0.34,1.15,0.0,0.0,0.0,0.0,0.0,1.6495,49.95,1.7307,58.07,1.7663,61.63,1.788,63.8,2026-09-21T11:48:46+00:00,SOL,A,673,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.21,0.89,1.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1448,4.48,1.1769,7.69,,INSUFFICIENT,2026-09-21T11:48:46+00:00,SOL,B,673,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.59,0.6,1.19,0.0,0.0,0.0,0.0,0.0,1.4555,26.55,1.5147,32.47,1.5469,35.69,1.5661,37.61,2026-09-21T11:49:08+00:00,BTC,A,651,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.42,0.59,1.01,0.0,0.0,0.0,0.0,0.0,1.2845,27.45,1.3445,33.45,1.3768,36.68,1.3961,38.61,2026-09-21T11:49:08+00:00,BTC,B,651,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.72,0.89,1.61,0.0,0.0,0.0,0.0,0.0,1.61,0.0,1.652,4.2,1.6828,7.28,1.7068,9.68,2026-09-21T11:49:08+00:00,ETH,A,651,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.29,0.89,1.18,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.222,4.2,1.251,7.1,1.2684,8.84,2026-09-21T11:49:08+00:00,ETH,B,651,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.73,0.4,1.13,0.0,0.0,0.0,0.0,0.0,1.5755,44.55,1.6519,52.19,1.6869,55.69,1.7097,57.97,2026-09-21T11:49:08+00:00,SOL,A,651,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.28,0.81,1.09,0.0,0.0,0.0,0.0,0.0,1.1664,7.64,1.2181,12.81,1.2535,16.35,1.2766,18.66,2026-09-21T11:49:08+00:00,SOL,B,651,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.47,0.72,1.19,0.0,0.0,0.0,0.0,0.0,1.3475,15.75,1.3971,20.71,1.4281,23.81,1.4466,25.66,2026-09-21T11:49:29+00:00,BTC,A,630,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.54,0.46,1.0,0.0,0.0,0.0,0.0,0.0,1.3915,39.15,1.4619,46.19,1.4955,49.55,1.5156,51.56,2026-09-21T11:49:29+00:00,BTC,B,630,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.68,0.89,1.57,0.0,0.0,0.0,0.0,0.0,1.57,0.0,1.612,4.2,1.6438,7.38,1.6682,9.82,2026-09-21T11:49:29+00:00,ETH,A,630,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.33,0.89,1.22,0.0,0.0,0.0,0.0,0.0,1.22,0.0,1.262,4.2,1.291,7.1,1.3084,8.84,2026-09-21T11:49:29+00:00,ETH,B,630,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.62,0.46,1.08,0.0,0.0,0.0,0.0,0.0,1.4785,39.85,1.5525,47.25,1.5872,50.72,1.6091,52.91,2026-09-21T11:49:29+00:00,SOL,A,630,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.39,0.75,1.14,0.0,0.0,0.0,0.0,0.0,1.2705,13.05,1.3189,17.89,1.3504,21.04,1.3752,23.52,2026-09-21T11:49:29+00:00,SOL,B,630,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.46,0.72,1.18,0.0,0.0,0.0,0.0,0.0,1.3375,15.75,1.3871,20.71,1.4181,23.81,1.4366,25.66,2026-09-21T11:49:51+00:00,BTC,A,608,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.55,0.47,1.02,0.0,0.0,0.0,0.0,0.0,1.4025,38.25,1.4721,45.21,1.5056,48.56,1.5256,50.56,2026-09-21T11:49:51+00:00,BTC,B,608,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.68,0.89,1.57,0.0,0.0,0.0,0.0,0.0,1.57,0.0,1.612,4.2,1.641,7.1,1.6619,9.19,2026-09-21T11:49:51+00:00,ETH,A,608,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
